request_id,created_date,borough,descriptor
63618283,2025-01-01T10:47:06.000,QUEENS,Pothole
63613805,2025-01-01T10:47:47.000,QUEENS,Pothole
63616900,2025-01-01T10:48:22.000,QUEENS,Pothole
63610934,2025-01-01T10:49:58.000,QUEENS,Pothole
63621454,2025-01-01T10:51:43.000,QUEENS,Pothole
63616970,2025-01-01T10:54:48.000,QUEENS,Pothole
63615275,2025-01-01T11:05:14.000,QUEENS,Pothole
63593137,2025-01-01T11:06:01.000,MANHATTAN,Pothole
63618260,2025-01-01T11:06:58.000,QUEENS,Pothole
63591593,2025-01-01T11:37:58.000,QUEENS,Plate Condition - Noisy
63594190,2025-01-01T11:51:30.000,BROOKLYN,Pothole
63595385,2025-01-01T12:02:43.000,MANHATTAN,Plate Condition - Noisy
63611987,2025-01-01T12:15:28.000,QUEENS,Pothole
63615090,2025-01-01T12:16:12.000,QUEENS,Pothole
63621168,2025-01-01T12:17:24.000,QUEENS,Pothole
63622673,2025-01-01T12:19:11.000,QUEENS,Pothole
63613566,2025-01-01T12:19:33.000,QUEENS,Pothole
63619606,2025-01-01T12:19:53.000,QUEENS,Pothole
63619659,2025-01-01T12:20:30.000,QUEENS,Pothole
63590669,2025-01-01T12:20:41.000,MANHATTAN,Pothole
63622672,2025-01-01T12:20:51.000,QUEENS,Pothole
63621150,2025-01-01T12:21:22.000,QUEENS,Pothole
63615089,2025-01-01T12:21:46.000,QUEENS,Pothole
63591866,2025-01-01T12:22:06.000,QUEENS,Pothole
63586964,2025-01-01T12:29:15.000,QUEENS,Pothole
63615508,2025-01-01T12:31:19.000,BROOKLYN,Pothole
63613803,2025-01-01T12:31:49.000,BROOKLYN,Pothole
63621462,2025-01-01T12:32:13.000,BROOKLYN,Pothole
63616967,2025-01-01T12:33:17.000,BROOKLYN,Pothole
63586880,2025-01-01T12:33:38.000,QUEENS,Pothole
63613802,2025-01-01T12:33:55.000,BROOKLYN,Pothole
63607085,2025-01-01T12:37:57.000,QUEENS,Pothole
63586193,2025-01-01T12:39:55.000,STATEN ISLAND,Cave-in
63609174,2025-01-01T12:43:48.000,QUEENS,Pothole
63587496,2025-01-01T12:58:05.000,BROOKLYN,Cave-in
63592325,2025-01-01T13:01:02.000,QUEENS,Cave-in
63586195,2025-01-01T13:04:31.000,QUEENS,Defective Hardware
63591870,2025-01-01T13:07:55.000,BROOKLYN,Pothole
63586225,2025-01-01T13:24:12.000,STATEN ISLAND,Guard Rail - Street
63588723,2025-01-01T13:26:44.000,BROOKLYN,Cave-in
63595384,2025-01-01T13:46:59.000,BROOKLYN,Plate Condition - Noisy
63595245,2025-01-01T13:57:10.000,QUEENS,Plate Condition - Noisy
63599601,2025-01-01T14:09:51.000,BROOKLYN,Pothole
63603327,2025-01-01T14:11:20.000,BROOKLYN,Pothole
63599525,2025-01-01T14:11:57.000,BROOKLYN,Wear & Tear
63605219,2025-01-01T14:12:08.000,BROOKLYN,Pothole
63605090,2025-01-01T14:13:22.000,BROOKLYN,Pothole
63599531,2025-01-01T14:13:39.000,BROOKLYN,Wear & Tear
63601495,2025-01-01T14:14:18.000,BROOKLYN,Pothole
63599524,2025-01-01T14:14:25.000,BROOKLYN,Wear & Tear
63609042,2025-01-01T14:15:05.000,BROOKLYN,Wear & Tear
63603326,2025-01-01T14:15:24.000,BROOKLYN,Pothole
63601398,2025-01-01T14:15:35.000,BROOKLYN,Wear & Tear
63609041,2025-01-01T14:16:05.000,BROOKLYN,Wear & Tear
63597875,2025-01-01T14:16:26.000,BROOKLYN,Pothole
63609061,2025-01-01T14:17:15.000,BROOKLYN,Wear & Tear
63597891,2025-01-01T14:18:01.000,BROOKLYN,Wear & Tear
63599565,2025-01-01T14:19:02.000,BROOKLYN,Wear & Tear
63601500,2025-01-01T14:19:39.000,BROOKLYN,Wear & Tear
63597014,2025-01-01T14:21:16.000,BROOKLYN,Wear & Tear
63607023,2025-01-01T14:21:52.000,BROOKLYN,Wear & Tear
63603304,2025-01-01T14:21:56.000,BROOKLYN,Pothole
63610028,2025-01-01T14:22:25.000,BROOKLYN,Wear & Tear
63601456,2025-01-01T14:22:53.000,BROOKLYN,Pothole
63597890,2025-01-01T14:22:55.000,BROOKLYN,Wear & Tear
63606980,2025-01-01T14:23:56.000,BROOKLYN,Pothole
63605217,2025-01-01T14:25:19.000,BROOKLYN,Pothole
63596015,2025-01-01T14:26:27.000,BROOKLYN,Pothole
63609133,2025-01-01T14:27:25.000,BROOKLYN,Pothole
63609132,2025-01-01T14:28:20.000,BROOKLYN,Pothole
63594326,2025-01-01T14:29:07.000,BRONX,Pothole
63591240,2025-01-01T14:30:31.000,STATEN ISLAND,Defective Hardware
63590626,2025-01-01T14:32:36.000,BRONX,Pothole
63593135,2025-01-01T14:33:50.000,BROOKLYN,Pothole
63588349,2025-01-01T14:35:08.000,QUEENS,Pothole
63607060,2025-01-01T14:40:42.000,QUEENS,Pothole
63605089,2025-01-01T14:41:04.000,QUEENS,Pothole
63596012,2025-01-01T14:41:22.000,QUEENS,Pothole
63603315,2025-01-01T14:46:27.000,BROOKLYN,Pothole
63607134,2025-01-01T14:50:13.000,BROOKLYN,Pothole
63591833,2025-01-01T15:13:35.000,MANHATTAN,Pothole
63589638,2025-01-01T15:28:04.000,MANHATTAN,Pothole
63589423,2025-01-01T15:28:20.000,QUEENS,Pothole
63588176,2025-01-01T16:08:08.000,QUEENS,Dumpster - Construction Waste
63591057,2025-01-01T16:11:51.000,BROOKLYN,Defective Hardware
63589637,2025-01-01T16:13:26.000,MANHATTAN,Pothole
63590924,2025-01-01T16:21:46.000,BRONX,Failed Street Repair
63586963,2025-01-01T16:22:26.000,QUEENS,Pothole
63595514,2025-01-01T16:27:40.000,MANHATTAN,Pothole
63589238,2025-01-01T16:28:57.000,MANHATTAN,Pothole
63586194,2025-01-01T16:49:35.000,QUEENS,Cave-in
63593136,2025-01-01T17:07:09.000,STATEN ISLAND,Pothole
63589604,2025-01-01T17:36:28.000,BROOKLYN,Line/Marking - After Repaving
63592288,2025-01-01T17:56:12.000,QUEENS,Failed Street Repair
63590623,2025-01-01T17:58:04.000,QUEENS,Pothole
63621155,2025-01-01T19:48:34.000,MANHATTAN,Wear & Tear
63592336,2025-01-01T20:09:37.000,MANHATTAN,Cave-in
63592421,2025-01-01T20:22:54.000,BRONX,Blocked - Construction
63594308,2025-01-01T20:29:35.000,MANHATTAN,Pothole
63591646,2025-01-01T20:36:46.000,STATEN ISLAND,Pothole
63586192,2025-01-01T20:44:32.000,BROOKLYN,Cave-in
63593522,2025-01-01T21:20:21.000,MANHATTAN,Defective Hardware
63591141,2025-01-01T21:42:10.000,BROOKLYN,Plate Condition - Shifted
63587291,2025-01-01T22:04:39.000,BROOKLYN,Blocked - Construction
63599705,2025-01-01T22:20:58.000,QUEENS,Pothole
63589853,2025-01-01T22:21:35.000,STATEN ISLAND,Defective Hardware
63601460,2025-01-01T22:21:57.000,QUEENS,Pothole
63601454,2025-01-01T22:22:52.000,QUEENS,Pothole
63597845,2025-01-01T22:23:50.000,QUEENS,Pothole
63597874,2025-01-01T22:26:13.000,QUEENS,Pothole
63608749,2025-01-01T22:27:25.000,QUEENS,Pothole
63601494,2025-01-01T23:06:09.000,BROOKLYN,Pothole
63596014,2025-01-01T23:07:11.000,BROOKLYN,Pothole
63603216,2025-01-01T23:15:41.000,BROOKLYN,Pothole
63586867,2025-01-02T02:50:13.000,QUEENS,Pothole
63590627,2025-01-02T03:07:23.000,QUEENS,Pothole
63596542,2025-01-02T03:35:15.000,BROOKLYN,"Rough, Pitted or Cracked Roads"
63603577,2025-01-02T04:43:49.000,MANHATTAN,Defective Hardware
63599474,2025-01-02T06:02:44.000,BROOKLYN,"Rough, Pitted or Cracked Roads"
63662562,2025-01-02T06:13:55.000,QUEENS,Pothole
63660445,2025-01-02T06:14:36.000,QUEENS,Pothole
63654723,2025-01-02T06:15:00.000,QUEENS,Pothole
63662561,2025-01-02T06:15:30.000,QUEENS,Pothole
63658677,2025-01-02T06:15:52.000,QUEENS,Pothole
63654722,2025-01-02T06:16:12.000,QUEENS,Pothole
63649098,2025-01-02T06:16:33.000,QUEENS,Pothole
63654709,2025-01-02T06:16:53.000,QUEENS,Pothole
63654708,2025-01-02T06:17:13.000,QUEENS,Pothole
63649028,2025-01-02T06:20:49.000,BROOKLYN,Pothole
63656666,2025-01-02T06:21:31.000,BROOKLYN,Pothole
63660621,2025-01-02T06:22:16.000,BROOKLYN,Pothole
63654711,2025-01-02T06:22:54.000,BROOKLYN,Pothole
63662574,2025-01-02T06:23:49.000,BROOKLYN,Pothole
63652851,2025-01-02T06:24:12.000,BROOKLYN,Pothole
63656751,2025-01-02T06:24:44.000,BROOKLYN,Pothole
63660467,2025-01-02T06:26:42.000,QUEENS,Pothole
63660442,2025-01-02T06:27:03.000,QUEENS,Pothole
63649027,2025-01-02T06:27:23.000,QUEENS,Pothole
63656665,2025-01-02T06:27:38.000,BROOKLYN,Pothole
63649097,2025-01-02T06:27:43.000,QUEENS,Pothole
63652862,2025-01-02T06:28:18.000,QUEENS,Pothole
63654707,2025-01-02T06:28:36.000,QUEENS,Pothole
63650915,2025-01-02T06:28:54.000,QUEENS,Pothole
63662591,2025-01-02T06:29:13.000,QUEENS,Pothole
63654658,2025-01-02T06:29:30.000,QUEENS,Pothole
63652861,2025-01-02T06:30:03.000,QUEENS,Pothole
63654706,2025-01-02T06:30:18.000,QUEENS,Pothole
63649016,2025-01-02T06:30:33.000,QUEENS,Pothole
63660441,2025-01-02T06:30:51.000,QUEENS,Pothole
63656750,2025-01-02T06:38:54.000,BROOKLYN,Pothole
63595762,2025-01-02T06:41:26.000,BROOKLYN,Cave-in
63658676,2025-01-02T06:41:36.000,QUEENS,Pothole
63599214,2025-01-02T06:42:29.000,BROOKLYN,Cave-in
63656562,2025-01-02T06:42:30.000,QUEENS,Pothole
63660440,2025-01-02T06:42:46.000,QUEENS,Pothole
63662560,2025-01-02T06:43:03.000,QUEENS,Pothole
63656663,2025-01-02T06:43:24.000,QUEENS,Pothole
63595760,2025-01-02T06:43:29.000,BROOKLYN,Cave-in
63656561,2025-01-02T06:43:41.000,QUEENS,Pothole
63656678,2025-01-02T06:43:58.000,QUEENS,Pothole
63650949,2025-01-02T06:44:04.000,BROOKLYN,Pothole
63662590,2025-01-02T06:44:13.000,QUEENS,Pothole
63604711,2025-01-02T06:44:38.000,BROOKLYN,Cave-in
63658640,2025-01-02T06:44:58.000,BROOKLYN,Pothole
63660620,2025-01-02T06:45:28.000,BROOKLYN,Pothole
63656560,2025-01-02T06:49:02.000,QUEENS,Pothole
63652848,2025-01-02T06:49:49.000,QUEENS,Pothole
63649096,2025-01-02T06:50:04.000,QUEENS,Pothole
63658637,2025-01-02T06:50:19.000,QUEENS,Pothole
63662428,2025-01-02T06:50:34.000,QUEENS,Pothole
63658587,2025-01-02T06:50:50.000,QUEENS,Pothole
63654657,2025-01-02T06:54:07.000,QUEENS,Pothole
63658477,2025-01-02T06:54:26.000,QUEENS,Pothole
63649058,2025-01-02T06:54:46.000,QUEENS,Pothole
63662400,2025-01-02T06:55:02.000,QUEENS,Pothole
63660592,2025-01-02T06:55:18.000,QUEENS,Pothole
63654705,2025-01-02T06:55:37.000,QUEENS,Pothole
63662399,2025-01-02T06:55:54.000,QUEENS,Pothole
63613495,2025-01-02T07:00:00.000,STATEN ISLAND,Wear & Tear
63621123,2025-01-02T07:00:00.000,STATEN ISLAND,Wear & Tear
63599563,2025-01-02T07:26:44.000,QUEENS,Pothole
63603214,2025-01-02T07:32:37.000,QUEENS,Pothole
63604737,2025-01-02T07:49:24.000,STATEN ISLAND,"Rough, Pitted or Cracked Roads"
63605424,2025-01-02T07:49:35.000,QUEENS,Cave-in
63596541,2025-01-02T07:55:21.000,BROOKLYN,Blocked - Construction
63603405,2025-01-02T08:16:36.000,QUEENS,Plate Condition - Noisy
63596520,2025-01-02T08:19:58.000,BROOKLYN,Defective Hardware
63605064,2025-01-02T08:21:08.000,BROOKLYN,Pothole
63597916,2025-01-02T08:28:32.000,MANHATTAN,Defective Hardware
63606053,2025-01-02T08:35:03.000,BROOKLYN,Plate Condition - Open
63597704,2025-01-02T08:47:49.000,QUEENS,Pothole
63603179,2025-01-02T08:50:09.000,QUEENS,Defective Hardware
63603311,2025-01-02T08:55:02.000,STATEN ISLAND,Blocked - Construction
63605440,2025-01-02T08:55:55.000,STATEN ISLAND,Cave-in
63601386,2025-01-02T09:11:25.000,MANHATTAN,"Rough, Pitted or Cracked Roads"
63596990,2025-01-02T09:18:17.000,QUEENS,Pothole
63603186,2025-01-02T09:19:10.000,BROOKLYN,"Rough, Pitted or Cracked Roads"
63610026,2025-01-02T09:23:39.000,QUEENS,Pothole
63605441,2025-01-02T09:24:12.000,QUEENS,Cave-in
63603660,2025-01-02T09:30:39.000,QUEENS,Plate Condition - Noisy
63596523,2025-01-02T09:32:30.000,BROOKLYN,Defective Hardware
63609055,2025-01-02T09:35:18.000,MANHATTAN,Plate Condition - Noisy
63601059,2025-01-02T09:48:21.000,STATEN ISLAND,Cave-in
63605030,2025-01-02T09:49:54.000,BROOKLYN,Pothole
63601499,2025-01-02T09:58:12.000,MANHATTAN,Pothole
63604738,2025-01-02T10:02:50.000,STATEN ISLAND,Defective Hardware
63599550,2025-01-02T10:10:20.000,BRONX,Pothole
63601312,2025-01-02T10:18:42.000,BRONX,Defective Hardware
63609059,2025-01-02T10:19:18.000,QUEENS,Pothole
63608661,2025-01-02T10:32:34.000,STATEN ISLAND,Pothole
63595658,2025-01-02T10:42:01.000,QUEENS,Failed Street Repair
63596999,2025-01-02T10:49:11.000,MANHATTAN,Pothole
63603656,2025-01-02T10:50:48.000,QUEENS,Defective Hardware
63607447,2025-01-02T10:53:37.000,STATEN ISLAND,Pothole
63602885,2025-01-02T10:55:39.000,BROOKLYN,Cave-in
63601496,2025-01-02T11:04:17.000,BRONX,Pothole
63601376,2025-01-02T11:08:36.000,MANHATTAN,Pothole
63604710,2025-01-02T11:14:24.000,BROOKLYN,Cave-in
63596052,2025-01-02T11:15:42.000,BROOKLYN,Pothole
63601370,2025-01-02T11:21:51.000,MANHATTAN,Pothole
63608647,2025-01-02T11:32:09.000,QUEENS,Blocked - Construction
63605052,2025-01-02T11:46:57.000,QUEENS,Pothole
63597897,2025-01-02T11:54:47.000,STATEN ISLAND,Pothole
63596980,2025-01-02T11:56:36.000,STATEN ISLAND,Pothole
63599551,2025-01-02T11:58:20.000,STATEN ISLAND,Pothole
63607016,2025-01-02T11:59:43.000,BROOKLYN,Pothole
63610022,2025-01-02T12:00:08.000,STATEN ISLAND,Pothole
63596051,2025-01-02T12:00:54.000,STATEN ISLAND,Pothole
63595843,2025-01-02T12:01:41.000,STATEN ISLAND,Pothole
63603227,2025-01-02T12:03:01.000,STATEN ISLAND,Pothole
63604928,2025-01-02T12:15:40.000,MANHATTAN,Defective Hardware
63610447,2025-01-02T12:15:59.000,BROOKLYN,Failed Street Repair
63603224,2025-01-02T12:19:01.000,STATEN ISLAND,Pothole
63603181,2025-01-02T12:21:20.000,BROOKLYN,Pothole
63610021,2025-01-02T12:21:45.000,STATEN ISLAND,Pothole
63609040,2025-01-02T12:23:35.000,STATEN ISLAND,Pothole
63606984,2025-01-02T12:25:54.000,STATEN ISLAND,Pothole
63601492,2025-01-02T12:27:28.000,STATEN ISLAND,Pothole
63610455,2025-01-02T12:27:50.000,BROOKLYN,Cave-in
63596548,2025-01-02T12:39:15.000,BROOKLYN,Defective Hardware
63609036,2025-01-02T12:47:36.000,QUEENS,Cave-in
63619760,2025-01-02T12:48:08.000,QUEENS,Pothole
63612399,2025-01-02T12:48:33.000,QUEENS,Pothole
63619810,2025-01-02T12:49:22.000,QUEENS,Pothole
63601003,2025-01-02T13:06:04.000,BROOKLYN,Failed Street Repair
63597996,2025-01-02T13:07:42.000,MANHATTAN,Plate Condition - Noisy
63599564,2025-01-02T13:11:11.000,BROOKLYN,Pothole
63601498,2025-01-02T13:14:57.000,QUEENS,Pothole
63597889,2025-01-02T13:32:20.000,BROOKLYN,Pothole
63608648,2025-01-02T13:38:47.000,QUEENS,Defective Hardware
63603278,2025-01-02T13:44:02.000,STATEN ISLAND,Defective Hardware
63619900,2025-01-02T13:48:48.000,BROOKLYN,Pothole
63613966,2025-01-02T13:49:52.000,BROOKLYN,Pothole
63615507,2025-01-02T13:50:43.000,BROOKLYN,Pothole
63615273,2025-01-02T13:50:45.000,BROOKLYN,Pothole
63616836,2025-01-02T13:51:28.000,BROOKLYN,Pothole
63615329,2025-01-02T13:52:19.000,BROOKLYN,Pothole
63610924,2025-01-02T13:52:28.000,BROOKLYN,Pothole
63610923,2025-01-02T13:53:41.000,BROOKLYN,Pothole
63619886,2025-01-02T13:54:33.000,BROOKLYN,Pothole
63619758,2025-01-02T13:55:02.000,BROOKLYN,Pothole
63598719,2025-01-02T13:55:35.000,BROOKLYN,Plate Condition - Shifted
63597917,2025-01-02T13:58:43.000,BROOKLYN,Plate Condition - Noisy
63610454,2025-01-02T13:58:52.000,BROOKLYN,Cave-in
63616835,2025-01-02T13:59:08.000,BROOKLYN,Pothole
63618306,2025-01-02T13:59:37.000,BROOKLYN,Pothole
63615427,2025-01-02T14:00:10.000,BROOKLYN,Pothole
63597893,2025-01-02T14:04:16.000,BROOKLYN,Pothole
63603196,2025-01-02T14:07:52.000,STATEN ISLAND,"Rough, Pitted or Cracked Roads"
63621453,2025-01-02T14:19:02.000,QUEENS,Pothole
63601374,2025-01-02T14:20:23.000,QUEENS,Pothole
63605065,2025-01-02T14:20:34.000,BROOKLYN,Wear & Tear
63601497,2025-01-02T14:23:47.000,STATEN ISLAND,Pothole
63596992,2025-01-02T14:27:26.000,BROOKLYN,Pothole
63597896,2025-01-02T14:37:22.000,STATEN ISLAND,Pothole
63619888,2025-01-02T14:41:04.000,QUEENS,Pothole
63612398,2025-01-02T14:41:25.000,QUEENS,Pothole
63610922,2025-01-02T14:41:47.000,QUEENS,Pothole
63614004,2025-01-02T14:42:21.000,QUEENS,Pothole
63599552,2025-01-02T14:44:14.000,MANHATTAN,Pothole
63599562,2025-01-02T14:46:46.000,QUEENS,Pothole
63601591,2025-01-02T14:47:29.000,QUEENS,Pothole
63604929,2025-01-02T14:48:20.000,BROOKLYN,Defective Hardware
63599208,2025-01-02T14:58:44.000,STATEN ISLAND,Cave-in
63605047,2025-01-02T15:09:48.000,BROOKLYN,"Rough, Pitted or Cracked Roads"
63596211,2025-01-02T15:11:52.000,BROOKLYN,Dumpster - Construction Waste
63606985,2025-01-02T15:12:19.000,QUEENS,Pothole
63601031,2025-01-02T15:15:08.000,BROOKLYN,Cave-in
63597665,2025-01-02T15:19:33.000,BROOKLYN,Blocked - Construction
63601344,2025-01-02T15:27:28.000,QUEENS,Defective Hardware
63597899,2025-01-02T15:37:57.000,MANHATTAN,Plate Condition - Noisy
63607013,2025-01-02T15:44:03.000,QUEENS,Pothole
63603185,2025-01-02T15:44:44.000,MANHATTAN,"Rough, Pitted or Cracked Roads"
63606885,2025-01-02T15:56:22.000,BROOKLYN,Pothole
63597673,2025-01-02T15:57:53.000,MANHATTAN,Blocked - Construction
63601345,2025-01-02T15:57:56.000,BRONX,Defective Hardware
63606906,2025-01-02T16:16:17.000,QUEENS,"Rough, Pitted or Cracked Roads"
63604680,2025-01-02T16:20:20.000,QUEENS,Cave-in
63597666,2025-01-02T16:21:00.000,MANHATTAN,Blocked - Construction
63607022,2025-01-02T16:21:20.000,QUEENS,Pothole
63599194,2025-01-02T16:22:14.000,QUEENS,Cave-in
63609060,2025-01-02T16:22:30.000,BROOKLYN,Pothole
63599528,2025-01-02T16:22:51.000,STATEN ISLAND,Pothole
63603225,2025-01-02T16:40:14.000,QUEENS,Pothole
63601455,2025-01-02T16:40:25.000,QUEENS,Pothole
63608662,2025-01-02T16:40:41.000,QUEENS,Pothole
63605027,2025-01-02T16:48:16.000,MANHATTAN,Pothole
63597329,2025-01-02T16:58:45.000,BROOKLYN,Failed Street Repair
63601396,2025-01-02T17:01:32.000,QUEENS,Pothole
63607014,2025-01-02T17:18:27.000,MANHATTAN,Pothole
63601395,2025-01-02T17:28:41.000,QUEENS,Pothole
63605026,2025-01-02T17:41:54.000,QUEENS,Pothole
63607015,2025-01-02T17:56:49.000,BROOKLYN,Pothole
63603228,2025-01-02T18:20:47.000,QUEENS,Pothole
63604704,2025-01-02T18:27:05.000,STATEN ISLAND,Cave-in
63608663,2025-01-02T18:28:50.000,MANHATTAN,Pothole
63597688,2025-01-02T18:43:00.000,BRONX,Blocked - Construction
63601369,2025-01-02T18:48:22.000,QUEENS,Pothole
63601493,2025-01-02T18:50:30.000,QUEENS,Pothole
63601573,2025-01-02T18:54:03.000,MANHATTAN,Crash Cushion Defect
63608664,2025-01-02T19:03:32.000,BROOKLYN,Pothole
63599523,2025-01-02T19:12:43.000,MANHATTAN,Defective Hardware
63610329,2025-01-02T19:13:09.000,MANHATTAN,Failed Street Repair
63597674,2025-01-02T19:40:48.000,QUEENS,Defective Hardware
63597706,2025-01-02T20:01:56.000,BROOKLYN,Pothole
63597878,2025-01-02T20:05:16.000,MANHATTAN,Plate Condition - Noisy
63610019,2025-01-02T20:08:33.000,STATEN ISLAND,Pothole
63605315,2025-01-02T20:12:43.000,BROOKLYN,Plate Condition - Shifted
63597705,2025-01-02T20:45:13.000,MANHATTAN,Pothole
63605314,2025-01-02T20:49:31.000,MANHATTAN,Plate Condition - Noisy
63599530,2025-01-02T21:14:59.000,QUEENS,Pothole
63595732,2025-01-02T21:25:59.000,BROOKLYN,Blocked - Construction
63597670,2025-01-02T21:27:17.000,QUEENS,Defective Hardware
63606884,2025-01-02T21:36:23.000,MANHATTAN,Pothole
63619809,2025-01-02T22:32:48.000,MANHATTAN,Pothole
63597888,2025-01-02T22:35:31.000,QUEENS,Pothole
63610918,2025-01-02T22:36:06.000,MANHATTAN,Pothole
63612446,2025-01-02T22:39:09.000,MANHATTAN,Pothole
63603213,2025-01-02T22:39:39.000,QUEENS,Pothole
63616969,2025-01-02T22:52:58.000,QUEENS,Pothole
63616883,2025-01-02T22:54:11.000,QUEENS,Pothole
63616899,2025-01-02T22:55:06.000,QUEENS,Pothole
63612397,2025-01-02T22:56:27.000,QUEENS,Pothole
63614003,2025-01-02T22:57:20.000,QUEENS,Pothole
63607021,2025-01-02T22:58:07.000,QUEENS,Pothole
63603215,2025-01-02T22:58:36.000,QUEENS,Pothole
63621465,2025-01-02T22:59:11.000,QUEENS,Pothole
63610933,2025-01-02T23:00:32.000,QUEENS,Pothole
63606610,2025-01-02T23:37:13.000,BROOKLYN,Failed Street Repair
63601394,2025-01-02T23:39:10.000,STATEN ISLAND,Pothole
63603212,2025-01-02T23:51:23.000,QUEENS,Pothole
63596969,2025-01-02T23:55:10.000,QUEENS,Pothole
63603180,2025-01-02T23:56:53.000,QUEENS,Pothole
63599529,2025-01-02T23:58:01.000,QUEENS,Pothole
63607437,2025-01-03T00:26:50.000,MANHATTAN,Plate Condition - Noisy
